"Year","Period","State","State ANSI","Data Item","Domain","Value","Chemical","Chemical_Code","Chemical_Code_num","Chemical_Code_str"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.669,"THIOPHANATE-METHYL "," 102001",102001,"102001"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",2.219,"THIRAM "," 79801",79801,"079801"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.113,"TRIFLOXYSTROBIN "," 129112",129112,"129112"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.23,"TRIFLUMIZOLE "," 128879",128879,"128879"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","HERBICIDE",0.024,"CARFENTRAZONE-ETHYL "," 128712",128712,"128712"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","HERBICIDE",0.089,"FLUMIOXAZIN "," 129034",129034,"129034"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","HERBICIDE",0.313,"OXYFLUORFEN "," 111601",111601,"111601"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","HERBICIDE",1.202,"PENDIMETHALIN "," 108501",108501,"108501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.019,"ABAMECTIN "," 122804",122804,"122804"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.297,"ACEQUINOCYL "," 6329",6329,"006329"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.126,"ACETAMIPRID "," 99050",99050,"099050"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.034,"AZADIRACHTIN "," 121701",121701,"121701"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.496,"BIFENAZATE "," 586",586,"000586"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.109,"BIFENTHRIN "," 128825",128825,"128825"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.067,"CHLORANTRANILIPROLE "," 90100",90100,"090100"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.111,"CYANTRANILIPROLE "," 90098",90098,"090098"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.178,"CYFLUMETOFEN "," 138831",138831,"138831"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.135,"ETOXAZOLE "," 107091",107091,"107091"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.286,"FENPROPATHRIN "," 127901",127901,"127901"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.103,"FENPYROXIMATE "," 129131",129131,"129131"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.085,"FLONICAMID "," 128016",128016,"128016"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.158,"FLUPYRADIFURONE "," 122304",122304,"122304"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.177,"HEXYTHIAZOX "," 128849",128849,"128849"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.515,"IMIDACLOPRID "," 129099",129099,"129099"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",1.991,"MALATHION "," 57701",57701,"057701"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.174,"METHOXYFENOZIDE "," 121027",121027,"121027"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.904,"NALED "," 34401",34401,"034401"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.095,"NEEM OIL "," 25006",25006,"025006"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",5.151,"NEEM OIL, CLAR. HYD. "," 25007",25007,"025007"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.059,"NOVALURON "," 124002",124002,"124002"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.478,"PIPERONYL BUTOXIDE "," 67501",67501,"067501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.044,"PYRETHRINS "," 69001",69001,"069001"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.067,"PYRIPROXYFEN "," 129032",129032,"129032"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.068,"SPINETORAM "," 110007",110007,"110007"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.093,"SPINOSAD "," 110003",110003,"110003"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.243,"SPIROMESIFEN "," 24875",24875,"024875"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.069,"SULFOXAFLOR "," 5210",5210,"005210"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.062,"THIAMETHOXAM "," 60109",60109,"060109"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",244.066,"CHLOROPICRIN "," 81501",81501,"081501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",83.557,"DICHLOROPROPENE "," 29001",29001,"029001"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",0.112,"FLUTRIAFOL "," 128940",128940,"128940"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",0.161,"IRON PHOSPHATE "," 34903",34903,"034903"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",214.011,"METAM-POTASSIUM "," 39002",39002,"039002"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",228.063,"METAM-SODIUM "," 39003",39003,"039003"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","OTHER",0.191,"REYNOUTRIA SACHALINE "," 55809",55809,"055809"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FERTILIZER",6,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FERTILIZER",8,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FERTILIZER",5,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FERTILIZER",2,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.447,"AZOXYSTROBIN "," 128810",128810,"128810"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.54,"BLAD "," 30006",30006,"030006"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.051,"BORAX DECAHYDRATE "," 11102",11102,"011102"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.508,"BOSCALID "," 128008",128008,"128008"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",10.456,"CAPTAN "," 81301",81301,"081301"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.034,"CYFLUFENAMID "," 555550",555550,"555550"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.765,"CYPRODINIL "," 288202",288202,"288202"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.25,"DIFENOCONAZOLE "," 128847",128847,"128847"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",1.163,"FENHEXAMID "," 90209",90209,"090209"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.51,"FLUDIOXONIL "," 71503",71503,"071503"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.224,"FLUOPYRAM "," 80302",80302,"080302"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.361,"FLUXAPYROXAD "," 138009",138009,"138009"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",18.136,"FOSETYL-AL "," 123301",123301,"123301"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",1.215,"MEFENOXAM "," 113502",113502,"113502"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.281,"MYCLOBUTANIL "," 128857",128857,"128857"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.625,"PENTHIOPYRAD "," 90112",90112,"090112"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.149,"POLYOXIN D ZINC SALT "," 230000",230000,"230000"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",2.908,"POTASSIUM BICARBON. "," 73508",73508,"073508"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.174,"PROPICONAZOLE "," 122101",122101,"122101"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.317,"PYRACLOSTROBIN "," 99100",99100,"099100"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.883,"PYRIMETHANIL "," 288201",288201,"288201"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.264,"QUINOLINE "," 55459",55459,"055459"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",26.646,"SULFUR "," 77501",77501,"077501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.058,"TETRACONAZOLE "," 120603",120603,"120603"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",1.041,"THIOPHANATE-METHYL "," 102001",102001,"102001"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",5.064,"THIRAM "," 79801",79801,"079801"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.235,"TRIFLOXYSTROBIN "," 129112",129112,"129112"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FUNGICIDE",0.55,"TRIFLUMIZOLE "," 128879",128879,"128879"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",0.074,"CARFENTRAZONE-ETHYL "," 128712",128712,"128712"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",0.217,"FLUMIOXAZIN "," 129034",129034,"129034"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",0.428,"OXYFLUORFEN "," 111601",111601,"111601"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","HERBICIDE",1.84,"PENDIMETHALIN "," 108501",108501,"108501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.04,"ABAMECTIN "," 122804",122804,"122804"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.47,"ACEQUINOCYL "," 6329",6329,"006329"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.182,"ACETAMIPRID "," 99050",99050,"099050"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.091,"AZADIRACHTIN "," 121701",121701,"121701"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.978,"BIFENAZATE "," 586",586,"000586"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.346,"BIFENTHRIN "," 128825",128825,"128825"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.119,"CHLORANTRANILIPROLE "," 90100",90100,"090100"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.222,"CYANTRANILIPROLE "," 90098",90098,"090098"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.299,"CYFLUMETOFEN "," 138831",138831,"138831"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.581,"ETOXAZOLE "," 107091",107091,"107091"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.531,"FENPROPATHRIN "," 127901",127901,"127901"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.128,"FENPYROXIMATE "," 129131",129131,"129131"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.161,"FLONICAMID "," 128016",128016,"128016"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.399,"FLUPYRADIFURONE "," 122304",122304,"122304"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.269,"HEXYTHIAZOX "," 128849",128849,"128849"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.793,"IMIDACLOPRID "," 129099",129099,"129099"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",5.571,"MALATHION "," 57701",57701,"057701"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.245,"METHOXYFENOZIDE "," 121027",121027,"121027"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",1.665,"NALED "," 34401",34401,"034401"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.334,"NEEM OIL "," 25006",25006,"025006"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",7.924,"NEEM OIL, CLAR. HYD. "," 25007",25007,"025007"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.192,"NOVALURON "," 124002",124002,"124002"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.884,"PIPERONYL BUTOXIDE "," 67501",67501,"067501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.074,"PYRETHRINS "," 69001",69001,"069001"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.074,"PYRIPROXYFEN "," 129032",129032,"129032"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.108,"SPINETORAM "," 110007",110007,"110007"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.113,"SPINOSAD "," 110003",110003,"110003"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.307,"SPIROMESIFEN "," 24875",24875,"024875"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.137,"SULFOXAFLOR "," 5210",5210,"005210"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","INSECTICIDE",0.164,"THIAMETHOXAM "," 60109",60109,"060109"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",345.893,"CHLOROPICRIN "," 81501",81501,"081501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",125.71,"DICHLOROPROPENE "," 29001",29001,"029001"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",0.188,"FLUTRIAFOL "," 128940",128940,"128940"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",0.235,"IRON PHOSPHATE "," 34903",34903,"034903"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",244.72,"METAM-POTASSIUM "," 39002",39002,"039002"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",303.425,"METAM-SODIUM "," 39003",39003,"039003"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","OTHER",0.231,"REYNOUTRIA SACHALINE "," 55809",55809,"055809"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FERTILIZER",58,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FERTILIZER",86,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FERTILIZER",75,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / YEAR, AVG","FERTILIZER",16,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.2,"AZOXYSTROBIN "," 128810",128810,"128810"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.2,"BACILLUS AMYLOLIQUEFACIENS STRAIN D747 "," 16482",16482,"016482"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"BACILLUS SUBTILIS "," 6479",6479,"006479"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.1,"BLAD "," 30006",30006,"030006"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.3,"BORAX DECAHYDRATE "," 11102",11102,"011102"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"BOSCALID "," 128008",128008,"128008"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.6,"BT SUBSP KURSTAKI EVB-113-19 "," 6544",6544,"006544"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",6,"CAPTAN "," 81301",81301,"081301"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"CYFLUFENAMID "," 555550",555550,"555550"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.4,"CYPRODINIL "," 288202",288202,"288202"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.2,"DIFENOCONAZOLE "," 128847",128847,"128847"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.9,"FENHEXAMID "," 90209",90209,"090209"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.4,"FLUDIOXONIL "," 71503",71503,"071503"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2,"FLUOPYRAM "," 80302",80302,"080302"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.2,"FLUXAPYROXAD "," 138009",138009,"138009"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",4.5,"FOSETYL-AL "," 123301",123301,"123301"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.5,"MEFENOXAM "," 113502",113502,"113502"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.6,"MYCLOBUTANIL "," 128857",128857,"128857"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.1,"PENTHIOPYRAD "," 90112",90112,"090112"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.1,"POLYOXIN D ZINC SALT "," 230000",230000,"230000"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.2,"POTASSIUM BICARBON. "," 73508",73508,"073508"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.6,"PROPICONAZOLE "," 122101",122101,"122101"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.9,"PYRACLOSTROBIN "," 99100",99100,"099100"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.7,"PYRIMETHANIL "," 288201",288201,"288201"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.7,"QUINOLINE "," 55459",55459,"055459"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",7.3,"SULFUR "," 77501",77501,"077501"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"TETRACONAZOLE "," 120603",120603,"120603"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.6,"THIOPHANATE-METHYL "," 102001",102001,"102001"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.3,"THIRAM "," 79801",79801,"079801"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.1,"TRIFLOXYSTROBIN "," 129112",129112,"129112"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.4,"TRIFLUMIZOLE "," 128879",128879,"128879"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",3,"CARFENTRAZONE-ETHYL "," 128712",128712,"128712"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",2.4,"FLUMIOXAZIN "," 129034",129034,"129034"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1.4,"OXYFLUORFEN "," 111601",111601,"111601"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1.5,"PENDIMETHALIN "," 108501",108501,"108501"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.2,"ABAMECTIN "," 122804",122804,"122804"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"ACEQUINOCYL "," 6329",6329,"006329"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"ACETAMIPRID "," 99050",99050,"099050"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.7,"AZADIRACHTIN "," 121701",121701,"121701"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2,"BIFENAZATE "," 586",586,"000586"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",3.2,"BIFENTHRIN "," 128825",128825,"128825"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"BT KURSTAK ABTS-1857 "," 6523",6523,"006523"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"BT KURSTAKI ABTS-351 "," 6522",6522,"006522"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"BT KURSTAKI SA-11 "," 6519",6519,"006519"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"BT SUB AIZAWAI GC-91 "," 6426",6426,"006426"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.7,"BURKHOLDERIA A396 CELLS & MEDIA "," 6534",6534,"006534"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.8,"CHLORANTRANILIPROLE "," 90100",90100,"090100"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA "," 16329",16329,"016329"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2,"CYANTRANILIPROLE "," 90098",90098,"090098"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.7,"CYFLUMETOFEN "," 138831",138831,"138831"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",4.3,"ETOXAZOLE "," 107091",107091,"107091"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.9,"FENPROPATHRIN "," 127901",127901,"127901"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"FENPYROXIMATE "," 129131",129131,"129131"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.9,"FLONICAMID "," 128016",128016,"128016"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.5,"FLUPYRADIFURONE "," 122304",122304,"122304"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"HEXYTHIAZOX "," 128849",128849,"128849"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"IMIDACLOPRID "," 129099",129099,"129099"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.8,"MALATHION "," 57701",57701,"057701"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"METHOXYFENOZIDE "," 121027",121027,"121027"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.8,"NALED "," 34401",34401,"034401"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",3.5,"NEEM OIL "," 25006",25006,"025006"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"NEEM OIL, CLAR. HYD. "," 25007",25007,"025007"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",3.2,"NOVALURON "," 124002",124002,"124002"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.8,"PIPERONYL BUTOXIDE "," 67501",67501,"067501"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.7,"PYRETHRINS "," 69001",69001,"069001"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.1,"PYRIPROXYFEN "," 129032",129032,"129032"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"SPINETORAM "," 110007",110007,"110007"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"SPINOSAD "," 110003",110003,"110003"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"SPIROMESIFEN "," 24875",24875,"024875"
2019,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2,"SULFOXAFLOR "," 5210",5210,"005210"
